LocusID	Probes	Family	Differentially expressed in	Tos17 Flanking tag in genomic region	Tos17 Flanking tag in 2Kb upstream region	7-d-seedlg-salt_GSE6901;7-d-old seedling (Indica)	CSR27-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (CSR27)	FL478-rt-salt_GSE13735;Roots (FL478)	FL478-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (FL478)	IR29-rt-salt_GSE13735;Roots (IR29)	IR29-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR29)	IR63731-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR63731)	MI48-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (MI48)	Pok-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (Pokkali)	7-d-seedlg-drought_GSE6901;7-d-old seedling (Indica)	Azu-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Azucena)	Bal-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Bala)	lf-boot-stg-drought_GSE26280;Leaves at booting stage (IR64)	lf-pan-elongn-stg-drought_GSE26280;Leaves at panicle elongation stage (IR64)	lf-tiller-stg-drought_GSE26280;Leaves at tillering stage (IR64)	rt-pan-elongn-stg-drought_GSE26280;Roots at panicle elongation stage (IR64)	rt-tiller-stg-drought_GSE26280;Roots at tillering stage (IR64)	young-pan-boot-stg-drought_GSE26280;Young panicle at booting stage (IR64)
LOC_Os10g41620	Os.46824.1.S1_x_at	SNF2	--	FT902585;FT902582;FT889062;FT915381;FT915379;FT915222;FT929620;FT880885;FT925095;FT901498;FT897187;FT924692;FT909464;FT909463;FT909462;FT924355;FT924329;FT891956;FT891952;FT891923;FT891802;FT879710;FT891633;FT879553;FT879549;FT879523;FT879497;FT879461;FT879359;FT879340;FT879311;FT879274;FT891292;FT891288;FT891226;FT891208;FT891197;FT878870;FT881768;FT878627;FT878577;FT912125;FT912049;FT912048;FT916183;FT911861;FT908051;FT907902;FT907901;FT926874;FT894604;FT873652;FT890120;FT907564;FT898376;AG023568;AB157911;AB157222;AG212351;AG209362;AG209181;AG206911;AG023729;AG021171;CU317833	--	-1.0201019	-1.0133194	1.0028032	1.0028032	-1.0052776	-1.0052776	-1.0074940	-1.1044887	-1.0070968	1.0112400	-1.0043606	-1.0003028	1.0006484	-1.0340797	-1.0170429	1.1059086	1.1956401	1.0810002
LOC_Os01g09550	Os.27469.2.S1_at	NAC	Drought	FT914946;FT914945;FT914052;FT897038;FT928410;FT924580;FT924399;FT917108;FT904796;FT904795;FT916756;FT916684;FT916619;FT916616;FT908529;FT908522;FT916461;FT912090;FT903826;FT912005;FT903513;FT903504;FT903330;FT877968;FT873041;FT873040;FT898158;FT898154;FT898153;AB156283;AG214487;AG212065;AG211332;AG210457;AG209826;AG209316;AG205345;AG024306;AG021625;AG021586;AG021486	FT907172;FT907169;FT907149;FT924854;FT909880;FT888421;FT883673;FT905510;FT905509;FT883559;FT905175;FT905037;FT904282;FT881468;FT874128;FT894395;FT878134;FT878125;FT894289;FT872613;FT872566;FT877772;FT877729;FT872402;FT877456;AB157539;AB157040	-1.0314919	-1.9425514	-1.0751909	-1.0751909	-1.1504508	-1.1504508	1.0057575	-1.6666081	1.1379050	1.7052109	1.4083502	1.7923563	2.1274445	2.8184228	-1.3643692	1.6800141	1.4529327	-2.6232078
LOC_Os12g07280	Os.50556.1.S1_at	C2H2	Drought	--	--	-1.1719464	1.0110879	-1.2020966	-1.2020966	-1.3220721	-1.3220721	-1.0338908	1.0353373	1.1335055	2.0325887	-2.7860390	-2.2552571	-1.6585962	-4.2529664	2.1230316	1.0377874	1.5266623	1.8755761
LOC_Os03g51910	Os.24540.1.A1_at	bHLH	Drought	--	CU314039	-1.7772057	-1.5421449	1.1459856	1.1459856	1.1897392	1.1897392	1.3904507	-1.5681235	-1.0607105	2.7424939	-2.8509164	-4.8226366	-5.6968860	-8.1782090	-1.0783012	2.6959270	1.2396975	-1.4437404
LOC_Os03g13400	OsAffx.17040.2.S1_x_at	C2H2	--	--	--	-1.0090540	1.0085708	-1.0007647	-1.0007647	1.0071983	1.0071983	-1.0003772	1.3966752	-1.0085249	1.0192226	-1.0061548	-1.0075972	-1.0447754	-1.2921960	-1.1520015	1.0048738	1.0029002	1.0008920
LOC_Os12g42610	Os.9501.1.S1_at	C2C2-YABBY	Salinity;Drought	--	--	-1.1187276	-5.3855824	1.0043837	1.0043837	1.0029068	1.0029068	1.0016334	6.2602680	-1.0016105	-1.1707330	-2.6494231	-1.1289712	1.1311297	-1.9766402	-1.4900670	1.0102248	1.0126423	-1.0726892
LOC_Os07g09830	OsAffx.5275.1.A1_at	NAC	--	FT901042	FT915122;FT915062;FT915049;FT918155;FT918056;FT918051;FT888002;FT924005;FT887656;FT887500;FT923719;FT923628;FT927174;FT923557;FT915697;AG213984;AG212646;AG212170;AG025101;CU323216;CU322981;CU315785;CU325625;CU313394	-1.2102550	1.1324085	1.3030078	1.3030078	-1.4620287	-1.4620287	1.4915936	-1.0460001	1.1868790	1.0821352	1.1352931	-1.0944659	-1.0665104	-1.1935321	-1.0963703	-1.1842830	-1.3576577	-1.6257068
LOC_Os02g03580	Os.26491.1.S1_at	bZIP	Salinity;Drought	--	--	-1.5637143	-2.6431580	1.1464591	1.1464591	1.2630527	1.2630527	-1.0371988	-1.0086836	1.1880058	1.4119195	-1.9782661	-6.9704840	-6.1274247	-11.4840560	-3.7896228	-1.9318254	-1.9994416	-1.4066039
LOC_Os10g29440	OsAffx.18445.1.S1_at	TRAF	--	--	--	-1.0131239	1.0317141	-1.0018513	-1.0018513	-1.0004727	-1.0004727	-1.0051587	-1.1431250	-1.0028254	1.0011684	-1.0052432	-1.0018370	-1.0654318	-1.0097693	-1.0762194	1.0097692	1.0071485	1.0005627
LOC_Os05g37060	Os.54934.1.S1_at	MYB	Salinity;Drought	--	--	86.4689400	-1.0116068	-1.1648287	-1.1648287	2.0855496	2.0855496	1.5900923	18.6425060	-2.6588984	-158.9693600	2.0699792	1.1539590	1.2041898	32.7445530	1.3575199	-1.3007177	-1.1032932	-1.0082922
LOC_Os05g48670	OsAffx.27371.1.S1_at	TUB	Salinity;Drought	--	--	1.3117550	-1.2462249	1.0853262	1.0853262	1.0771524	1.0771524	1.3359506	3.5527217	1.0346621	-1.8648262	-1.8267092	-1.0421317	1.7414144	-1.6367013	-1.2602013	2.6141207	-1.0892034	-2.0393100
LOC_Os08g06110	Os.10901.1.S1_a_at	MYB-related	Salinity;Drought	FT875721;CU315700	--	-1.1827372	1.8248005	-2.6437993	-2.6437993	-2.0416958	-2.0416958	-1.8400769	24.1008870	-2.0732512	1.1817899	-1.0681171	-1.3035232	-1.0716163	1.7851248	2.2527916	-1.6189544	1.9977075	2.5537212
LOC_Os04g52340	Os.31773.1.S1_at	Rcd1-like	Drought	--	--	1.1097095	-1.0902315	-1.0842633	-1.0842633	-1.1052820	-1.1052820	-1.1918656	-1.1460489	1.0097146	-1.3560821	1.8534743	1.8387429	5.6021590	3.8670583	1.8532207	1.8216226	1.2686416	1.0156438
LOC_Os05g09020	OsAffx.14605.1.S1_at	WRKY	Salinity;Drought	--	--	2.1666543	-3.5930407	-1.8496550	-1.8496550	-1.0593209	-1.0593209	1.7176023	-1.2446831	1.0304468	-1.2392260	-7.2005890	-11.3131030	-1.0479096	2.2382767	-1.2411288	-2.5820043	-2.6330610	1.2527428
LOC_Os04g45330	Os.6219.1.S1_at	C2C2-YABBY	Salinity;Drought	--	--	1.4083079	1.4583329	-1.0030874	-1.0030874	-1.0018159	-1.0018159	-1.0556351	3.4936392	1.0597296	1.2926586	-1.0088680	1.0093836	-1.0107217	-1.0073711	-1.0154086	-1.0266311	1.0116111	-2.7519858
LOC_Os03g05760	Os.26417.1.S1_at	E2F-DP	Salinity;Drought	--	--	2.1287358	-2.0591614	-1.2258548	-1.2258548	1.2366221	1.2366221	1.3168944	2.7327821	-1.1268822	-4.9290905	1.3279762	-1.2194310	4.4385850	4.5720406	1.4492731	1.5812666	1.3623520	1.7184908
LOC_Os01g48130	Os.9851.1.S1_at	NAC	Salinity;Drought	--	--	-1.2064693	-2.1849535	-1.1523709	-1.1523709	-1.3829805	-1.3829805	-1.2655712	1.7760180	-1.0806721	-1.0549096	-1.2709464	1.0716538	-1.2949464	1.0354081	-6.7187886	-2.1461272	-2.0305562	-4.2473187
LOC_Os06g12060	Os.53799.1.S1_at	mTERF	Drought	--	--	-1.0708493	-1.9710363	1.1987461	1.1987461	1.2176405	1.2176405	1.1281904	-1.7402381	1.3485334	1.7498829	1.5711892	1.8416401	-1.0961430	-1.7475605	1.4820939	1.1528140	1.9646236	3.3022120
LOC_Os04g49110	Os.11843.1.S1_at	GRAS	Salinity;Drought	--	--	1.5012095	1.1562750	1.0086974	1.0086974	1.2205584	1.2205584	1.1915523	5.9107127	1.1068102	-2.5051496	-1.6165385	-1.2768131	1.1770766	2.9387898	1.9894357	-1.2242656	-1.1256248	-1.5929329
LOC_Os11g01550	Os.56072.1.S1_at	LOB	Salinity;Drought	--	FT890073	7.0213700	1.7547696	1.5009655	1.5009655	1.6548059	1.6548059	1.4461396	9.6372050	1.9724411	-9.4757805	1.0117218	1.2014621	1.0376295	1.7441467	-1.0437268	1.0811458	1.0466300	2.6378462
LOC_Os05g51820	OsAffx.15202.1.S1_at	bHLH	--	--	--	-1.0069848	-1.0292700	1.0018327	1.0018327	-1.0046201	-1.0046201	-1.0007823	-1.0409527	-1.0385537	1.0045455	-1.0030527	-1.0007437	1.0151583	-1.0128027	-1.0141710	1.0040085	1.0142121	1.0027088
LOC_Os04g10260	OsAffx.25953.1.S1_at	bZIP	--	--	--	-1.0147127	1.0529819	-1.0005642	-1.0005642	-1.0008574	-1.0008574	-1.0049279	-1.0889841	-1.0028929	1.0107756	-1.0053786	-1.0042013	-1.0175877	-1.0045360	-1.0002344	1.0112060	1.0093857	1.0009537
LOC_Os10g42160	Os.48027.1.S1_x_at	FAR1	--	CU325383	--	-1.0237873	1.3416886	1.0493369	1.0493369	-1.0017443	-1.0017443	1.0006964	-1.1733017	-1.0095513	1.0227667	-1.0119437	-1.8725059	-1.0118061	-1.0163714	-1.0440567	-1.1343157	1.0129611	-1.0009613
LOC_Os11g05340	OsAffx.18686.1.S1_at	FAR1	--	--	--	-1.0190270	1.0142794	1.0015982	1.0015982	-1.0033318	-1.0033318	-1.0034297	-1.1091202	-1.0070499	1.0159680	-1.0076944	-1.0045042	-1.0422342	-1.0065864	-1.0312206	1.0165048	1.0065542	1.0000603
LOC_Os01g11952	Os.50353.1.S1_at	PHD	Salinity	ER893647;CU317889	--	-1.5047495	-2.0632277	-1.0603697	-1.0603697	-1.0164677	-1.0164677	-1.2172022	5.0356297	-1.1560757	1.5897133	-1.0411388	-1.4396963	-1.3429482	1.8456506	-1.0818343	-1.0655840	-1.1866056	-1.2756695
LOC_Os08g44620	Os.49509.1.S1_at	PLATZ	Salinity;Drought	--	--	-2.3164551	-4.9846873	1.4267700	1.4267700	-1.0602556	-1.0602556	-1.3298844	-1.7550329	1.1197091	2.5860837	-1.2601286	-1.1939048	-1.0799539	-1.1382927	-1.8734853	-4.4961967	-4.7316666	-15.7075030
LOC_Os01g62920	Os.19639.1.S1_at	HB	Drought	--	--	1.0540031	-1.5183032	1.2849896	1.2849896	-1.0237631	-1.0237631	1.4227874	1.3799396	1.3868590	-1.3374295	-1.5879798	-1.5471009	-1.5441616	-2.8589258	-1.1009452	-7.2222710	-2.0532274	-1.3472760
LOC_Os01g46700	Os.25567.1.S1_at	SET	--	--	--	1.1252968	-1.9778734	-1.0853407	-1.0853407	-1.1567835	-1.1567835	-1.1192263	-1.4288516	-1.1275405	-1.4629351	1.3066492	1.0090330	1.4503719	1.6690211	1.6027913	1.2848910	-1.0564398	1.0672487
LOC_Os09g14040	OsAffx.29842.3.S1_at	FAR1	--	--	--	1.0267961	-1.0535868	1.0015912	1.0015912	-1.0054533	-1.0054533	-1.0019704	-1.4179540	-1.0027963	1.0090992	-1.0062134	-1.0064298	1.0058588	-1.0088552	-1.0211626	1.0260942	1.0096526	1.0001352
LOC_Os11g06020	Os.11805.1.A1_s_at	HB	Drought	--	--	1.0767463	1.1051533	1.6797178	1.6797178	1.7959081	1.7959081	1.1460943	-1.3990171	1.7582300	2.1193063	-1.6487688	-1.5056916	-1.5515097	-3.8846338	1.0119333	-1.0541382	1.6264808	-1.2590357
LOC_Os05g34600	Os.27216.1.A1_at	NAC	Salinity;Drought	--	--	2.4218345	-5.3518734	1.1574603	1.1574603	1.1409407	1.1409407	-1.0873646	4.3109627	1.3441511	-3.0410378	-2.2102365	-1.6472574	-1.4672999	-2.0613246	-1.6436384	-1.6521331	1.0902545	-1.2714616
LOC_Os04g52810	OsAffx.4160.1.S1_at	NAC	Salinity;Drought	--	--	4.7056680	-1.0798432	-1.7199340	-1.7199340	-1.1107925	-1.1107925	-1.3197840	1.1172131	-1.8896676	-1.1487622	-1.0026388	-1.0532657	1.0234247	1.2202353	1.0266982	2.2845037	-1.3920836	-1.0259033
LOC_Os06g45840	Os.22374.1.S1_a_at	MYB-related	Salinity;Drought	--	--	1.5974911	1.6737787	-1.1708288	-1.1708288	-1.2232746	-1.2232746	-1.1133897	2.8918390	1.0986873	-1.7522426	1.4224936	1.3038344	2.6889772	4.8382907	1.3465858	3.1178240	2.0463312	2.9072100
LOC_Os06g49840	Os.4172.1.S1_at	MADS	Drought	AG210506	--	-1.3621348	-1.1642143	-1.1529405	-1.1529405	-1.2927793	-1.2927793	-1.0646008	1.1746932	-1.0119684	1.7403634	2.1883748	2.2166598	1.6918608	2.0390870	1.0747554	1.4979136	2.0176349	1.2150136
LOC_Os07g12910	Os.28742.1.S1_at	Alfin-like	Drought	--	--	-1.2473207	-1.0863318	1.0966350	1.0966350	1.0430186	1.0430186	1.0669076	-1.0002561	1.1805782	1.2913101	-1.4909747	-1.5400416	-1.1216501	-1.4264451	-1.0183084	-2.8849810	1.0778537	1.0039849
LOC_Os02g43790	Os.53660.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	13.8515270	-1.6984863	-1.5699258	-1.5699258	1.6459897	1.6459897	2.7732346	1.0960953	-1.5762962	-3.7106905	-13.7780050	-65.4064100	-1.3346125	2.7194474	-1.0553797	1.1153436	-1.6000868	4.6892743
LOC_Os06g08480	Os.10925.1.S1_at	SNF2	Salinity;Drought	--	--	-1.0072749	2.3194990	1.0472770	1.0472770	1.0045800	1.0045800	-1.0067182	1.5511994	1.2712384	-1.0663358	1.4108608	1.1441822	1.8448468	1.4633963	1.6650345	1.7004346	1.9980549	2.3450158
LOC_Os08g36390	Os.50005.1.S1_at	C2H2	Drought	--	--	1.7761663	-1.0267031	1.0083218	1.0083218	-1.0350136	-1.0350136	1.0810390	1.0601842	1.1260202	-2.3181255	-1.0070450	1.0041994	-1.0113970	1.0019171	-1.0101030	-1.0067214	1.0000204	-1.2697626
LOC_Os04g21950	Os.49656.1.S1_at	WRKY	Salinity;Drought	--	--	1.6383059	2.6741850	-1.7548490	-1.7548490	-1.3379924	-1.3379924	-1.2044902	2.0248408	-1.3352340	-2.6004434	-1.6638210	-2.7814968	1.3780714	1.8391552	-1.0930796	1.7310350	2.5950675	1.8184673
LOC_Os07g38030	Os.37032.1.S1_a_at	GRAS	Salinity;Drought	--	--	-1.3455071	-1.2182693	2.3252664	2.3252664	1.6690274	1.6690274	1.3576496	-2.3889737	1.4780443	3.0757868	1.0307493	-1.8742198	-3.5706747	-14.8780170	-2.1051931	-2.0766582	-2.5171628	-2.1796296
LOC_Os07g31400	Os.43995.1.S1_at	FAR1	Salinity;Drought	--	--	-1.4952567	-3.5567315	1.1750174	1.1750174	1.2463200	1.2463200	1.2054335	-1.2769151	1.5399886	2.5361280	-1.1694617	-1.1551344	-1.3577983	-2.7070162	1.2564058	-1.3032429	1.4182407	1.2994123
LOC_Os10g32900	Os.3195.2.S1_x_at	Orphans	Drought	--	AB157650;AG213492	1.3303072	-1.6086161	-1.0013708	-1.0013708	-1.0006506	-1.0006506	-1.0010538	-1.0636951	-1.0107060	-2.1844769	-1.0088046	-1.0052967	3.0261770	1.9677254	-1.0286683	1.0091022	1.0033529	-1.2762806
LOC_Os06g39600	Os.19320.1.S1_a_at	DBP	Drought	--	--	-1.2693057	-1.4640660	-1.0777227	-1.0777227	-1.0283070	-1.0283070	1.0000670	-1.3501122	1.2466801	1.5742000	-1.1188916	-1.2151873	1.4999740	-2.1746585	1.6551064	1.1359978	1.6152287	1.9061166
LOC_Os07g08540	OsAffx.28347.1.S1_at	ARF	--	FT895878;FT891590;FT895613;FT891076;FT889740;FT889739;AB156903;AB156219;AG214278;AG208222;CU316440;CU319033;CU321306;CU321302;CU321015;CU320612;CU324419	FT922400;FT923601;AB157934;AB156306;AB155650;AG206243;AG025016;CU316440;CU325936;CU321297;CU321016;CU321015	-1.0144352	1.2364370	1.0035107	1.0035107	-1.0042452	-1.0042452	1.0016590	-1.0533757	-1.0075934	1.0082351	-1.0043328	-1.0101023	-1.0125479	-1.0110433	-1.0072582	1.0118665	1.0063717	1.0007716
LOC_Os09g32040	Os.17567.2.S1_a_at	NAC	Salinity;Drought	--	--	1.9620886	-1.0062846	-1.1928640	-1.1928640	1.0582621	1.0582621	1.0883180	4.4937090	-1.0091616	-2.6685708	-2.6968393	-2.1533890	2.7946997	2.2613115	1.6963831	-1.0310141	1.0550563	2.1452935
LOC_Os02g40510	Os.26572.1.S1_at	Pseudo_ARR-B	Salinity;Drought	CU322407;CU322323	--	1.0833026	1.0660414	1.8570104	1.8570104	1.2054930	1.2054930	1.7252377	-7.4033213	1.8157980	-1.6131679	1.1040889	1.0405055	1.7399354	-1.6490290	2.0862994	-1.1028199	1.1929835	2.2222260
LOC_Os03g58330	Os.27522.2.S1_at	bHLH	Drought	--	--	-1.1346158	-1.5759785	-1.0429134	-1.0429134	-1.1699322	-1.1699322	1.1371869	1.1358753	1.4383072	1.8480741	1.4193269	1.0244763	-1.2499021	1.2927000	1.3413917	-1.8783114	2.1781323	-1.6760451
LOC_Os12g32400	OsAffx.31980.1.S1_at	bHLH	Drought	--	--	-1.2573614	1.0633583	-1.9264635	-1.9264635	1.4199920	1.4199920	1.2089456	-1.0373145	-1.0217705	-1.3838198	1.0089820	1.0828756	1.1148783	-1.0235170	-1.0343463	-6.3067400	-24.4137970	1.0085299
LOC_Os09g36730	Os.7125.1.S1_at	MYB	Salinity;Drought	--	--	-1.2577130	-2.7233603	1.2654575	1.2654575	-1.0860187	-1.0860187	1.3726664	-1.7645350	1.2688457	5.0051920	5.0458984	-1.7644327	-3.1903272	1.0708344	-1.9332801	1.2485049	-1.9733421	-2.3087880
LOC_Os10g25250	OsAffx.30526.1.S1_x_at	Tify	--	--	--	-1.0228474	-1.0564314	-1.0052974	-1.0052974	-1.0045732	-1.0045732	1.1188418	-1.0647986	1.0034817	1.0092981	-1.0079094	-1.0490512	-1.0859993	-1.0352908	-1.0754610	1.0307891	-1.0023757	-1.0036565
LOC_Os05g27749	OsAffx.27053.1.S1_at	NAC	--	--	AB155456	-1.0119303	1.0034083	-1.0159492	-1.0159492	-1.0027618	-1.0027618	-1.0060240	-1.0681337	-1.0063707	1.0075165	-1.0049436	-1.0029787	-1.0140380	1.1413350	-1.0055590	1.0090858	1.0074625	-1.0009464
LOC_Os08g40030	OsAffx.6090.1.S1_at	NAC	--	--	--	-1.0091188	1.0517281	-1.0164720	-1.0164720	-1.0012895	-1.0012895	-1.0445204	-1.0844339	-1.0090053	-1.0380459	-1.0014677	-1.0101144	-1.0468912	-1.0337975	-1.0510923	1.0274063	-1.0001545	1.0002857
LOC_Os04g32340	Os.48573.1.S1_at	C3H	Drought	--	--	-1.2778364	-1.4986950	1.0778021	1.0778021	1.1321322	1.1321322	1.1483983	-1.9274061	1.4473768	1.4331383	1.0875020	1.1426396	-1.1187593	-2.6677134	1.1244050	1.2342209	1.5245497	1.3516410
LOC_Os08g32620	Os.36050.1.S1_at	PHD	Salinity;Drought	--	--	-1.0974619	2.0594087	1.2246503	1.2246503	1.2172292	1.2172292	1.2261130	-1.0458045	1.0485368	1.7990150	-1.3102580	-1.3193738	-1.4401569	-3.7279122	-1.4825474	1.6528190	1.9301115	1.3111253
LOC_Os08g33670	OsAffx.29494.1.S1_at	NAC	--	--	--	1.0258456	1.2641907	-1.0054386	-1.0054386	1.0085825	1.0085825	1.0319555	-1.0702180	-1.0169264	1.0116220	-1.0017835	-1.0167568	-1.0146574	1.0472826	1.0097239	-1.0177543	1.0037929	1.0165564
LOC_Os12g22630	OsAffx.31834.1.S1_at	NAC	--	--	--	-1.0121741	1.0191594	1.0171610	1.0171610	-1.0239974	-1.0239974	1.0147876	-1.0597310	-1.0538340	1.0081149	-1.0028602	-1.0022259	-1.0100466	1.0007147	-1.0058727	1.0089848	1.0065013	-1.0006007
LOC_Os02g51450	Os.52106.2.S1_at	mTERF	Salinity;Drought	FT873648	--	1.3204372	-2.7421973	-1.0565248	-1.0565248	1.0534996	1.0534996	-1.0688903	2.4508020	-1.0078160	1.7967912	-1.9293032	-1.0757188	-7.0787187	-71.0943700	-1.4441360	-1.0265005	1.1117324	-1.3992698
LOC_Os10g39550	OsAffx.7932.1.S1_x_at	G2-like	--	FT915403;FT888367;FT924430;FT924378;FT924373;FT883587;FT883433;FT924351;FT924287;FT880038;FT923867;FT916206;FT916203;FT916071;FT926357;AG213892;AG212448;CU315292	FT877205;FT897020;FT888419;FT917451;FT917448;FT904819;FT904817;FT879743;FT882736;FT882531;FT882271;FT882269;FT875060;FT882106;FT891133;FT890981;FT894881;FT894860;FT885164;FT885101;FT889681;FT889410;AG214208;AG022187	-1.0102972	1.0125384	1.0014375	1.0014375	-1.0015386	-1.0015386	-1.0024661	-1.0459043	-1.0037158	1.0091424	-1.0033312	1.0007325	-1.0158358	-1.0056382	-1.0435172	1.0065981	1.0038892	1.0017180
LOC_Os03g55540	Os.7912.1.S1_at	C2H2	Drought	--	--	1.6232040	-1.0716214	-1.4711794	-1.4711794	1.1982391	1.1982391	1.7148706	1.7860624	1.2326103	-1.5115476	-4.5021110	-4.9191303	2.6616420	2.1600213	-1.2658396	-2.2269235	-2.1330340	-1.1796592
LOC_Os08g38990	Os.27039.1.S1_at	WRKY	Salinity;Drought	FT922541;FT922369;FT901541;FT901538;FT901517;FT928654;FT928651;FT909738;FT909737;FT896666;FT896665;FT875944;FT920586;FT900653;FT912929;FT912925;FT891891;FT882371;FT882293;FT882240;FT882239;FT895722;FT895699;FT895593;FT895590;FT895364;FT886587;FT881783;FT899505;FT874102;FT923712;FT912351;FT927468;FT927463;FT927457;FT927436;FT920030;FT885920;FT929948;FT890039;FT890009;FT890006;FT890003;FT890000;FT889992;FT889985;FT889980;FT889973;FT889964;FT894127;FT889936;FT889889;FT889888;FT889878;FT889803;FT877489;FT889763;FT898245;FT889727;FT889726;AB156612;AB156445;AB156443;AG214627;AG213904;AG212367;AG211963;AG210701;AG210434;AG210289;AG209711;AG208702;AG208093;AG207238;AG023429;CU321716;CU314537;CU325061;CU314050;CU313402	--	8.3357130	-1.3096294	1.7157482	1.7157482	-1.1008514	-1.1008514	1.4663530	8.5135355	1.2202445	-6.2920384	1.0021932	-1.0724783	2.1215930	5.6769423	2.9175870	3.8335097	5.3689027	-1.4171278
LOC_Os08g02300	Os.10581.1.S1_x_at	NAC	Drought	--	--	1.5511885	1.1087207	-1.0928202	-1.0928202	1.1906888	1.1906888	1.0561563	1.0630727	-1.1481743	-1.2300065	-1.7177429	-1.2494481	-1.0247022	-1.4209625	-1.7140816	-2.8945632	-1.6737292	-1.9550530
LOC_Os04g47270	Os.53652.1.S1_at	SWI/SNF-SWI3	--	--	--	-1.0775994	1.0206933	1.4021504	1.4021504	1.1956663	1.1956663	1.1868023	-1.1303016	1.3136595	1.3811175	1.0743582	1.4220344	-1.3526591	1.3044288	1.3310618	1.3006724	1.1600852	-1.1552923
LOC_Os04g08740	Os.14934.1.S1_at	Orphans	Drought	--	--	1.1432319	-1.1751249	-1.1084913	-1.1084913	1.1679534	1.1679534	1.0734322	-1.5614121	1.2933594	1.4360473	-1.0915985	-1.4454280	-1.8031539	1.6607121	1.0860288	-2.4796750	-4.4130206	-1.6363006
LOC_Os01g14870	Os.5217.1.S1_at	C3H	Salinity;Drought	--	--	2.8120098	-1.1850477	1.3187896	1.3187896	1.1016960	1.1016960	1.2264758	1.8625450	1.0102763	-4.3346700	-1.0725616	1.0301355	-1.0283054	2.8389933	1.4300104	-1.0290979	-1.2314677	-1.0059294
LOC_Os03g11600	Os.49773.1.S1_at	C2C2-YABBY	Drought	--	--	-1.3121392	1.0368677	-1.0209760	-1.0209760	-1.2910163	-1.2910163	1.0658373	1.0060947	-1.0307444	1.3511347	-1.0044359	-1.0132953	-1.0137376	1.0002828	-1.0271900	-1.0057291	1.0118423	-3.2535326
LOC_Os01g04020	Os.4663.1.S2_at	AP2-EREBP	Salinity;Drought	FT899450	--	1.1499807	3.0686533	1.3062842	1.3062842	1.3975760	1.3975760	1.5017945	1.4924307	1.4545784	-1.0435259	1.3036661	-1.1447108	1.2340515	-2.9185548	1.5537684	1.5075399	2.6221008	2.6293445
LOC_Os12g04380	OsAffx.19487.1.S1_x_at	GRAS	--	--	--	-1.0057120	1.0189812	1.0008760	1.0008760	-1.0035294	-1.0035294	-1.0024000	1.0634137	-1.0194722	-1.0052582	1.0030969	1.0012422	-1.0101457	1.0020037	-1.0054232	1.0071324	1.0025254	1.0026855
LOC_Os08g25200	OsAffx.17143.1.S1_at	Orphans	--	--	--	-1.0304925	1.3415362	1.0059834	1.0059834	-1.0016316	-1.0016316	-1.0096607	-1.2472170	-1.0142763	1.0196224	-1.0055871	-1.0055377	-1.0570880	-1.0159675	-1.0361509	1.0439986	1.0166110	-1.0029979
LOC_Os01g23750	OsAffx.2068.1.S1_at	MADS	--	--	--	-1.0128835	1.0159960	1.0012473	1.0012473	-1.0018723	-1.0018723	-1.0025620	-1.0670078	-1.0028806	1.0093111	-1.0014641	-1.0014051	-1.0062401	1.0030197	1.0021107	1.0079403	1.0062075	1.0013648
LOC_Os03g07360	Os.11987.1.S1_at	C2C2-Dof	Salinity;Drought	--	--	-1.8605548	-1.0812367	-1.6102327	-1.6102327	-1.7282686	-1.7282686	-1.6999418	3.1064262	-1.6351210	3.1806257	-2.6192040	-3.1315030	-3.0152593	-2.5820062	-2.7736373	-2.4789202	-2.4719680	-1.6091429
LOC_Os08g10080	Os.26957.1.A1_a_at	NAC	Salinity;Drought	--	--	-1.8135471	-2.1145618	-1.0458490	-1.0458490	-1.3872606	-1.3872606	-1.3250381	4.0659360	-1.3397908	4.3490243	-1.6580263	-15.8812450	5.3902810	18.9508820	-1.2301522	-1.3922012	-3.3393698	2.2758937
LOC_Os01g67480	Os.12030.1.S1_at	bHLH	Salinity;Drought	--	--	3.1873634	-1.1250559	-1.3905116	-1.3905116	1.2856431	1.2856431	-1.1778934	1.1422552	-1.2714541	-3.7191120	-1.5064676	-1.5450356	3.5007977	2.8779560	-1.0628490	-1.2198441	-1.0449628	5.8478823
LOC_Os07g04650	OsAffx.28267.1.S1_at	C3H	--	--	--	-1.0202872	1.0161680	1.0017251	1.0017251	-1.0017822	-1.0017822	1.0034791	-1.0606635	-1.0056167	1.0154737	-1.0082788	-1.0539926	-1.0314003	1.0060422	-1.0116448	1.0235665	1.0076544	-1.0116537
LOC_Os02g03030	OsAffx.24077.1.S1_at	PHD	--	--	--	-1.0381933	-1.4904367	-1.3612498	-1.3612498	-1.8548560	-1.8548560	1.4324511	-1.0984632	-1.2065672	1.0602192	-1.0053942	1.0114342	-1.0139277	1.0153433	1.0074978	-1.0393838	-1.1483158	-1.0015193
